record_id,source,doi,title,year,status,matched_rule,matched_record_id,matched_source
S_239,Scopus,10.1002/advs.202502714,"Mechanistic Foundations of KRAS-Driven Tumor Ecosystems: Integrating Crosstalk among Immune, Metabolic, Microbial, and Stromal Microenvironment",2025,removed as duplicate,exact DOI match,W_395,WoS
S_241,Scopus,10.3390/pathogens14010002,Intratumoral Fusobacterium nucleatum in Pancreatic Cancer: Current and Future Perspectives,2025,removed as duplicate,exact DOI match,W_482,WoS
S_242,Scopus,10.1007/s12672-024-01704-8,Crosstalk between gut microbiota and cancer chemotherapy: current status and trends,2024,removed as duplicate,exact DOI match,W_516,WoS
S_243,Scopus,10.1016/j.trecan.2025.08.005,Host and microbiome lipid metabolism in colorectal cancer development and therapy,2025,removed as duplicate,exact DOI match,W_551,WoS
S_244,Scopus,10.1186/s41065-025-00483-8,METTL3 mediates m6A methylation modification of ULBP2 and affects the progression of cervical cancer,2025,removed as duplicate,exact DOI match,W_521,WoS
S_245,Scopus,10.1093/procel/pwae005,Microbiota enterotoxigenic Bacteroides fragilis-secreted BFT-1 promotes breast cancer cell stemness and chemoresistance through its functional receptor NOD1,2024,removed as duplicate,exact DOI match,W_489,WoS
S_248,Scopus,10.3389/fmicb.2025.1704491,Spatial microbiome-metabolic crosstalk drives CD8+ T-cell exhaustion through the butyrate-HDAC axis in colorectal cancer,2025,removed as duplicate,exact DOI match,W_426,WoS
S_250,Scopus,10.3390/nu16060802,Organosulfur Compounds in Colorectal Cancer Prevention and Progression,2024,removed as duplicate,exact DOI match,W_672,WoS
S_251,Scopus,10.1016/j.celrep.2025.116473,PreTA-mediated metabolism of 5-fluorouracil by intratumoral Citrobacter freundii drives chemoresistance in pancreatic cancer,2025,removed as duplicate,exact DOI match,W_683,WoS
S_254,Scopus,10.3390/biomedicines12040800,Complementary Therapeutic Effect of Fecal Microbiota Transplantation in Ulcerative Colitis after the Response to Anti-Tumor Necrosis Factor Alpha Agent Was Lost: A Case Report,2024,removed as duplicate,exact DOI match,W_340,WoS
S_255,Scopus,10.1186/s13099-025-00734-z,Gut microbiome in gastrointestinal neoplasms: from mechanisms to precision therapeutic strategies,2025,removed as duplicate,exact DOI match,W_197,WoS
S_256,Scopus,10.3389/fimmu.2025.1640603,Vinegar intake in patients undergoing immune checkpoint inhibitor therapy: food frequency questionnaire study,2025,removed as duplicate,exact DOI match,W_47,WoS
S_259,Scopus,10.3390/ijms26020730,Dysbiosis–NK Cell Crosstalk in Pancreatic Cancer: Toward a Unified Biomarker Signature for Improved Clinical Outcomes,2025,removed as duplicate,exact DOI match,W_301,WoS
S_260,Scopus,10.1016/j.phymed.2025.157233,Huang-Lian-Jie-Du decoction enhances Capecitabine-Oxaliplatin efficacy via Akkermansia muciniphila and CD8+ T cells in colorectal cancer,2025,removed as duplicate,exact DOI match,W_446,WoS
S_261,Scopus,10.1016/j.phrs.2025.108020,"Applications of traditional Chinese medicine in cancer immunotherapy via gut microbiota modulation: Current status, mechanisms, challenges and perspectives",2025,removed as duplicate,exact DOI match,W_147,WoS
S_262,Scopus,10.3389/fendo.2025.1536155,The intratumor microbiota and thyroid cancer: a review,2025,removed as duplicate,exact DOI match,W_804,WoS
S_264,Scopus,10.1186/s13099-025-00722-3,Bloodstream infection by Lactobacillus rhamnosus in a haematology patient: why metagenomics can make the difference,2025,removed as duplicate,exact DOI match,W_425,WoS
S_265,Scopus,10.1038/s41571-025-01061-7,Treatment of NSCLC after chemoimmunotherapy — are we making headway?,2025,removed as duplicate,exact DOI match,W_94,WoS
S_268,Scopus,10.1016/j.arr.2025.102820,"The role of intratumoral microbiome in the occurrence, proliferation, metastasis of colorectal cancer and its underlying therapeutic strategies",2025,removed as duplicate,exact DOI match,W_593,WoS
S_270,Scopus,10.1016/j.critrevonc.2025.104775,Immunotherapy in microsatellite-stable colorectal cancer: Strategies to overcome resistance,2025,removed as duplicate,exact DOI match,W_184,WoS
S_271,Scopus,10.34133/research.0744,Unraveling the Role of the Microbiota in Cancer Immunotherapy: A New Frontier,2025,removed as duplicate,exact DOI match,W_348,WoS
S_272,Scopus,10.1007/s12672-024-01585-x,Unraveling the role of gut microbiota and immune cells in thyroid cancer and tumor drug resistance,2024,removed as duplicate,exact DOI match,W_498,WoS
S_273,Scopus,10.1186/s40168-025-02133-7,Lipid accumulation inhibition strategies alleviate Fusobacterium nucleatum-infected colorectal cancer,2025,removed as duplicate,exact DOI match,W_729,WoS
S_274,Scopus,10.3390/antibiotics14010009,"Unraveling the Anti-Cancer Mechanisms of Antibiotics: Current Insights, Controversies, and Future Perspectives",2025,removed as duplicate,exact DOI match,W_609,WoS
S_275,Scopus,10.1007/s10555-023-10138-7,The emerging role of the gut microbiome in cancer cell plasticity and therapeutic resistance,2024,removed as duplicate,exact DOI match,W_289,WoS
S_276,Scopus,10.1021/acs.jnatprod.3c00782,Cannabidiol Inhibits Epithelial Ovarian Cancer: Role of Gut Microbiome,2024,removed as duplicate,exact DOI match,W_485,WoS
S_278,Scopus,10.1016/j.bbcan.2025.189355,Decoding the role of intratumoral microbiota in gastric cancer,2025,removed as duplicate,exact DOI match,W_636,WoS
S_281,Scopus,10.3390/pharmaceutics17070851,Effect of Hepatic Impairment on the Pharmacokinetics of Baicalin in Rats: Critical Roles of Gut Microbiota and Hepatic Transporters,2025,removed as duplicate,exact DOI match,W_522,WoS
S_282,Scopus,10.1016/j.phymed.2024.156161,Cepharanthine sensitizes gastric cancer cells to chemotherapy by targeting TRIB3-FOXO3-FOXM1 axis to inhibit autophagy,2024,removed as duplicate,exact DOI match,W_564,WoS
S_285,Scopus,10.1038/s41575-024-00920-5,Pouchitis: pathophysiology and management,2024,removed as duplicate,exact DOI match,W_598,WoS
S_287,Scopus,10.1186/s12916-025-04183-y,Microbiota boost immunotherapy? A meta-analysis dives into fecal microbiota transplantation and immune checkpoint inhibitors,2025,removed as duplicate,exact DOI match,W_48,WoS
S_288,Scopus,10.1016/j.semcancer.2025.07.005,Host-microbiota interactions in genitourinary cancer immunotherapy,2025,removed as duplicate,exact DOI match,W_91,WoS
S_289,Scopus,10.1038/s41598-024-79339-6,Dietary pattern and the corresponding gut microbiome in response to immunotherapy in Thai patients with advanced non-small cell lung cancer (NSCLC),2024,removed as duplicate,exact DOI match,W_166,WoS
S_290,Scopus,10.1002/hon.3301,Role of gut microbiome in the outcome of lymphoma patients treated with checkpoint inhibitors—The MicroLinf Study,2024,removed as duplicate,exact DOI match,W_24,WoS
S_291,Scopus,10.31083/j.fbl2904152,Metastasis and the Microbiome: The Impact of Bacteria in Disseminated Colorectal Cancer,2024,removed as duplicate,exact DOI match,W_251,WoS
S_293,Scopus,10.1016/j.addr.2025.115647,Overcoming therapy resistance in pancreatic cancer: challenges and emerging strategies,2025,removed as duplicate,exact DOI match,W_569,WoS
S_294,Scopus,10.1016/j.bbcan.2025.189385,Unraveling the role of mucins and gut microbiota in gastrointestinal cancers chemoresistance,2025,removed as duplicate,exact DOI match,W_37,WoS
S_295,Scopus,10.1186/s12964-024-01909-y,Exploring the role of Fusobacterium nucleatum in colorectal cancer: implications for tumor proliferation and chemoresistance,2024,removed as duplicate,exact DOI match,W_373,WoS
S_297,Scopus,10.3390/ijms26167823,"Investigating the Impact of Fusobacterium nucleatum on Oxidative Stress, Chemoresistance, and Inflammation in Inflammatory Bowel Disease and Colorectal Cancer: Rationale and Design of a Clinical Trial",2025,removed as duplicate,exact DOI match,W_819,WoS
S_298,Scopus,10.3389/fonc.2025.1505656,Focus on gut microbes: new direction in cancer treatment,2025,removed as duplicate,exact DOI match,W_9,WoS
S_299,Scopus,10.1038/s41598-025-00976-6,"Biliary microbiome profiling via 16 S rRNA amplicon sequencing in patients with cholangiocarcinoma, pancreatic carcinoma and choledocholithiasis",2025,removed as duplicate,exact DOI match,W_579,WoS
S_300,Scopus,10.3389/fimmu.2025.1675677,Microbial metabolites and their influence on the tumor microenvironment,2025,removed as duplicate,exact DOI match,W_538,WoS
S_302,Scopus,10.7150/jca.88854,Shenling Baizhu Decoction (SLBZD) may play a synergistic role of tirelizumab in the treatment of colorectal cancer by influencing the imbalance of colon flora and Tumor microenvironment,2024,removed as duplicate,exact DOI match,W_486,WoS
S_303,Scopus,10.3389/fmicb.2025.1559033,Significant changes in gut microbiota and SCFAs among patients with newly diagnosed acute myeloid leukemia,2025,removed as duplicate,exact DOI match,W_502,WoS
S_305,Scopus,10.3389/fimmu.2025.1676112,Applications of artificial intelligence in cancer immunotherapy: a frontier review on enhancing treatment efficacy and safety,2025,removed as duplicate,exact DOI match,W_42,WoS
S_307,Scopus,10.3390/biom15071018,Role of Oral Bacteria in Mediating Gemcitabine Resistance in Pancreatic Cancer,2025,removed as duplicate,exact DOI match,W_827,WoS
S_309,Scopus,10.1007/s00018-024-05484-w,Neutrophil-centric analysis of gastric cancer: prognostic modeling and molecular insights,2024,removed as duplicate,exact DOI match,W_770,WoS
S_311,Scopus,10.1186/s12964-024-01711-w,"Mechanisms, combination therapy, and biomarkers in cancer immunotherapy resistance",2024,removed as duplicate,exact DOI match,W_174,WoS
S_312,Scopus,10.3389/fonc.2025.1690541,Gut microbiome alterations and their clinical and biological implications in ovarian cancer: a systematic review,2025,removed as duplicate,exact DOI match,W_336,WoS
S_314,Scopus,10.3389/fimmu.2024.1482765,"Non-coding RNAs in bladder cancer, a bridge between gut microbiota and host?",2024,removed as duplicate,exact DOI match,W_420,WoS
S_315,Scopus,10.1177/15330338251365700,"Harnessing the Gut Microbiome in Cancer Immunotherapy: Mechanisms, Challenges, and Routes to Personalized Medicine—A Systematic Review",2025,removed as duplicate,exact DOI match,W_134,WoS
S_317,Scopus,10.1007/s11033-025-11047-4,Modulation of NF-κB pathway in cancer therapy by sodium butyrate and Isoproterenol,2025,removed as duplicate,exact DOI match,W_706,WoS
S_318,Scopus,10.3390/healthcare13080923,New Therapeutic Challenges in Pediatric Gastroenterology: A Narrative Review,2025,removed as duplicate,exact DOI match,W_678,WoS
S_319,Scopus,10.1080/14712598.2024.2371543,Targeting gut and intratumoral microbiota: a novel strategy to improve therapy resistance in cancer with a focus on urologic tumors,2024,removed as duplicate,exact DOI match,W_280,WoS
S_320,Scopus,10.3892/ijo.2024.5661,"Microbial metabolites affect tumor progression, immunity and therapy prediction by reshaping the tumor microenvironment (Review)",2024,removed as duplicate,exact DOI match,W_357,WoS
S_321,Scopus,10.1016/j.jiac.2025.102709,Extended-pulsed fidaxomicin therapy for recurrent Clostridioides difficile infection after standard vancomycin and fidaxomicin failure: A case report,2025,removed as duplicate,exact DOI match,W_808,WoS
S_322,Scopus,10.3390/ijms26199710,"Fusobacterium Nucleatum in Colorectal Cancer: Relationship Among Immune Modulation, Potential Biomarkers and Therapeutic Implications",2025,removed as duplicate,exact DOI match,W_115,WoS
S_323,Scopus,10.3390/biomedicines13051261,Spatial Heterogeneity of Intratumoral Microbiota: A New Frontier in Cancer Immunotherapy Resistance,2025,removed as duplicate,exact DOI match,W_537,WoS
S_324,Scopus,10.1186/s12957-025-03713-5,Case report of clostridium difficile infection after rectal resection with ileostomy,2025,removed as duplicate,exact DOI match,W_550,WoS
S_329,Scopus,10.3389/fcell.2025.1623276,Research progress on NAT10-mediated acetylation in normal development and disease,2025,removed as duplicate,exact DOI match,W_867,WoS
S_330,Scopus,10.1200/jco-25-00374,Microbiome Modulation for the Treatment of Solid Neoplasms,2025,removed as duplicate,exact DOI match,W_110,WoS
S_331,Scopus,10.3390/ijms26199700,Curcumin and Acute Myeloid Leukemia: Synergistic Effects with Targeted Therapy,2025,removed as duplicate,exact DOI match,W_922,WoS
S_333,Scopus,10.3390/ijms26209949,"Molecular Mechanisms and Therapeutic Perspectives of Gut Microbiota, Autophagy, and Apoptosis in Cholangiocarcinoma Pathophysiology",2025,removed as duplicate,exact DOI match,W_307,WoS
S_334,Scopus,10.3390/curroncol31010001,Overcoming Resistance Mechanisms to Immune Checkpoint Inhibitors: Leveraging the Anti-Tumor Immune Response,2024,removed as duplicate,exact DOI match,W_20,WoS
S_335,Scopus,10.3390/microorganisms12061053,The Role of Bacteria in Central Nervous System Tumors: Opportunities and Challenges,2024,removed as duplicate,exact DOI match,W_408,WoS
S_336,Scopus,10.3390/nu17233712,"Microbial Metabolite, Macro Impact: Urolithin A in the Nexus of Insulin Resistance and Colorectal Tumorigenesis",2025,removed as duplicate,exact DOI match,W_660,WoS
S_337,Scopus,10.1080/19490976.2024.2333790,Fusobacterium nucleatum induces chemoresistance in colorectal cancer by inhibiting pyroptosis via the Hippo pathway,2024,removed as duplicate,exact DOI match,W_572,WoS
S_338,Scopus,10.3390/metabo15090568,Gut Microbiota in Acute Myeloid Leukemia: From Biomarkers to Interventions,2025,removed as duplicate,exact DOI match,W_299,WoS
S_339,Scopus,10.3390/cancers17142294,"Gut Microbiome Alterations in Colorectal Cancer: Mechanisms, Therapeutic Strategies, and Precision Oncology Perspectives",2025,removed as duplicate,exact DOI match,W_250,WoS
S_340,Scopus,10.1038/s41564-024-01695-w,Peptostreptococcus anaerobius mediates anti-PD1 therapy resistance and exacerbates colorectal cancer via myeloid-derived suppressor cells in mice,2024,removed as duplicate,exact DOI match,W_443,WoS
S_341,Scopus,10.1146/annurev-immunol-101819-024752,Beyond the Barrier: Unraveling the Mechanisms of Immunotherapy Resistance,2024,removed as duplicate,exact DOI match,W_359,WoS
S_342,Scopus,10.7150/ijbs.117394,Immunotherapy resistance in MASLD-related hepatocellular carcinoma: special immune microenvironment and gut microbiota,2025,removed as duplicate,exact DOI match,W_255,WoS
S_343,Scopus,10.1016/j.heliyon.2024.e39547,Existence and distribution of the microbiome in tumour tissues of children with hepatoblastoma,2024,removed as duplicate,exact DOI match,W_680,WoS
S_346,Scopus,10.1186/s12967-025-07151-5,CAR-T and CAR-NK cell therapies in AML: breaking barriers and charting the future,2025,removed as duplicate,exact DOI match,W_178,WoS
S_347,Scopus,10.3389/fimmu.2025.1603658,Microbial metabolite-driven immune reprogramming in tumor immunotherapy: mechanisms and therapeutic perspectives,2025,removed as duplicate,exact DOI match,W_56,WoS
S_348,Scopus,10.3389/fcimb.2025.1562831,Gut microbiome is associated with radiotherapy response in lung cancer patients with brain metastases,2025,removed as duplicate,exact DOI match,W_519,WoS
S_349,Scopus,10.1007/s12094-024-03710-2,The gut microbiota is altered significantly in primary diffuse large b-cell lymphoma patients and relapse refractory diffuse large b-cell lymphoma patients,2025,removed as duplicate,exact DOI match,W_320,WoS
S_350,Scopus,10.3389/fphar.2024.1436021,Appraisal of postbiotics in cancer therapy,2024,removed as duplicate,exact DOI match,W_584,WoS
S_352,Scopus,10.1016/j.biopha.2024.116203,Tumor immunotherapy resistance: Revealing the mechanism of PD-1 / PD-L1-mediated tumor immune escape,2024,removed as duplicate,exact DOI match,W_613,WoS
S_356,Scopus,10.3389/fonc.2024.1489977,Biomarkers for immunotherapy resistance in non-small cell lung cancer,2024,removed as duplicate,exact DOI match,W_271,WoS
S_357,Scopus,10.1016/j.molmed.2025.03.010,Acquired resistance to immunotherapy in solid tumors,2025,removed as duplicate,exact DOI match,W_661,WoS
S_358,Scopus,10.1186/s13099-025-00729-w,Gut microbiome and gastric cancer: microbial interactions and therapeutic potential,2025,removed as duplicate,exact DOI match,W_230,WoS
S_359,Scopus,10.1371/journal.pone.0324742,Gut microbiota and its influence on the Gut-Brain axis in comparison with chemotherapy patients and cancer-free control data in Breast cancer—A computational perspective,2025,removed as duplicate,exact DOI match,W_366,WoS
S_360,Scopus,10.4251/wjgo.v17.i12.112936,Tumor-resident microorganisms as clinical biomarkers in primary liver cancer: A systematic review of current evidence,2025,removed as duplicate,exact DOI match,W_531,WoS
S_361,Scopus,10.3389/fimmu.2025.1603032,Lipid metabolic reprogramming in colorectal cancer: mechanisms and therapeutic strategies,2025,removed as duplicate,exact DOI match,W_677,WoS
S_362,Scopus,10.1186/s13568-025-01989-0,Integrative mendelian randomization and multi-omics analysis reveal a gut microbiota-metabolite-CXCL10 axis in breast cancer,2025,removed as duplicate,exact DOI match,W_474,WoS
S_363,Scopus,10.1136/jitc-2024-009415,Effect of radiotherapy exposure on fruquintinib plus sintilimab treatment in refractory microsatellite stable metastatic colorectal cancer: a prospective observation study,2025,removed as duplicate,exact DOI match,W_205,WoS
S_365,Scopus,10.1016/j.heliyon.2024.e38507,Succinic semialdehyde derived from the gut microbiota can promote the proliferation of adult T-cell leukemia/lymphoma cells,2024,removed as duplicate,exact DOI match,W_266,WoS
S_367,Scopus,10.3390/biomedicines12071450,Resistant Starch-Encapsulated Probiotics Attenuate Colorectal Cancer Cachexia and 5-Fluorouracil-Induced Microbial Dysbiosis,2024,removed as duplicate,exact DOI match,W_483,WoS
S_368,Scopus,10.1007/s12602-025-10462-0,"Synergistic Interactions Between Probiotics and Anticancer Drugs: Mechanisms, Benefits, and Challenges",2025,removed as duplicate,exact DOI match,W_157,WoS
S_370,Scopus,10.1016/j.chom.2024.06.010,Fecal microbiota transplantation improves anti-PD-1 inhibitor efficacy in unresectable or metastatic solid cancers refractory to anti-PD-1 inhibitor,2024,removed as duplicate,exact DOI match,W_177,WoS
S_372,Scopus,10.3389/fphar.2025.1551411,Microbiota and metabolomic profiling coupled with machine learning to identify biomarkers and drug targets in nasopharyngeal carcinoma,2025,removed as duplicate,exact DOI match,W_799,WoS
S_373,Scopus,10.1080/17474124.2024.2412045,Metabolites derived from gut microbiota mitigate chemoresistance in pancreatic cancer,2024,removed as duplicate,exact DOI match,W_344,WoS
S_374,Scopus,10.3390/ph18111719,Fecal Microbiota Transplantation in Refractory Immune-Mediated Colitis: Case Series and Review of the Literature,2025,removed as duplicate,exact DOI match,W_67,WoS
S_375,Scopus,10.1016/j.freeradbiomed.2024.04.226,Fusobacterium nucleatum induces oxaliplatin resistance by inhibiting ferroptosis through E-cadherin/β-catenin/GPX4 axis in colorectal cancer,2024,removed as duplicate,exact DOI match,W_430,WoS
S_376,Scopus,10.1016/j.reth.2025.02.015,Comprehensive bibliometric analysis and perspectives on therapies targeting colon cancer stem cells over a 40-year period,2025,removed as duplicate,exact DOI match,W_859,WoS
S_377,Scopus,10.3389/fimmu.2025.1735873,The metabolism-immune axis in colorectal cancer: remodeling the tumor microenvironment through metabolite signaling,2025,removed as duplicate,exact DOI match,W_605,WoS
S_378,Scopus,10.1016/j.bbcan.2025.189425,Elucidating cellular origins and TME dynamic evolution in NSCLC through multi-omics technologies,2025,removed as duplicate,exact DOI match,W_623,WoS
S_381,Scopus,10.1016/j.oraloncology.2023.106623,Gut microbiome predicts gastrointestinal toxicity outcomes from chemoradiation therapy in patients with head and neck squamous cell carcinoma,2024,removed as duplicate,exact DOI match,W_194,WoS
S_382,Scopus,10.1017/erm.2025.10029,Microbiome-driven resistance in cervical cancer therapy: from mechanistic dissection to clinical translation,2025,removed as duplicate,exact DOI match,W_456,WoS
S_383,Scopus,10.3389/fimmu.2024.1471273,Gut microbiota as a biomarker and modulator of anti-tumor immunotherapy outcomes,2024,removed as duplicate,exact DOI match,W_41,WoS
S_384,Scopus,10.3389/fimmu.2025.1519545,"Nab-paclitaxel combined with cadonilimab (AK104) as second-line treatment for advanced gastric cancer: protocol for a phase II prospective, multicenter, single-arm clinical trial",2025,removed as duplicate,exact DOI match,W_130,WoS
S_386,Scopus,10.1186/s12935-025-03944-2,Integration of multi-omics approaches in exploring intra-tumoral heterogeneity,2025,removed as duplicate,exact DOI match,W_853,WoS
S_387,Scopus,10.1038/s41698-025-00960-3,Bifidobacterium boosts anti-PD-1 effectiveness through JAK pathway in hepatocellular carcinoma,2025,removed as duplicate,exact DOI match,W_387,WoS
S_388,Scopus,10.3389/fimmu.2025.1618110,BRICS sequential therapeutic regimen as first-Line treatment for PD-L1-negative metastatic non-small cell lung cancer patients harboring EGFR/ALK wild-type status: a retrospective study,2025,removed as duplicate,exact DOI match,W_203,WoS
S_389,Scopus,10.3390/biom15091304,A Comprehensive Oncological Biomarker Framework Guiding Precision Medicine,2025,removed as duplicate,exact DOI match,W_248,WoS
S_391,Scopus,10.3390/cells14221813,The Role of Microbiota in Ovarian Cancer: Implications for Treatment Response and Therapeutic Strategies,2025,removed as duplicate,exact DOI match,W_225,WoS
S_392,Scopus,10.1016/j.cej.2025.168657,Redox-responsive nanodrug enhances cascaded chemo-immunotherapy via tandem chemoresistant microbiome depletion and efferocytosis blockade,2025,removed as duplicate,exact DOI match,W_703,WoS
S_395,Scopus,10.1016/j.phrs.2025.107902,Intratumor microbiome-derived butyrate enhances progesterone sensitivity by inducing ferroptosis in endometrial cancer,2025,removed as duplicate,exact DOI match,W_714,WoS
S_396,Scopus,10.3390/cancers17172938,The Underlying Mechanisms and Emerging Strategies to Overcome Resistance in Breast Cancer,2025,removed as duplicate,exact DOI match,W_881,WoS
S_397,Scopus,10.1002/cam4.70703,The Kynurenine Pathway and Indole Pathway in Tryptophan Metabolism Influence Tumor Progression,2025,removed as duplicate,exact DOI match,W_671,WoS
S_398,Scopus,10.1186/s12943-025-02419-2,Cellular senescence in cancer: from mechanism paradoxes to precision therapeutics,2025,removed as duplicate,exact DOI match,W_873,WoS
S_399,Scopus,10.1007/s00520-024-08889-2,Immune checkpoint inhibitor-induced diarrhea and colitis: an overview,2024,removed as duplicate,exact DOI match,W_104,WoS
S_400,Scopus,10.3389/fmicb.2025.1637272,Revisiting berberine for the prevention and treatment of Fusobacterium nucleatum-induced colorectal cancer from a dynamic perspective,2025,removed as duplicate,exact DOI match,W_670,WoS
S_402,Scopus,10.21037/tlcr-2024-1083,Evaluation of gut leakage and bacterial translocation as efficacy biomarkers of immunotherapy in advanced non-small cell lung cancer (NSCLC),2025,removed as duplicate,exact DOI match,W_195,WoS
S_403,Scopus,10.1182/blood.2024025694,Targeting Enterobacter cloacae attenuates osteolysis by reducing ammonium in multiple myeloma,2025,removed as duplicate,exact DOI match,W_394,WoS
S_405,Scopus,10.1097/sga.0000000000000794,Fecal Microbiota Transplantation Alleviates Severe PD-1 Inhibitor-Associated Colitis Caused by Neoadjuvant Therapy for Esophageal Cancer: A Case Report,2024,removed as duplicate,exact DOI match,W_530,WoS
S_407,Scopus,10.1155/mi/5035877,Influence of Fusobacterium nucleatum on Tumor Necrosis Factor Alpha Therapy in Ulcerative Colitis,2025,removed as duplicate,exact DOI match,W_493,WoS
S_411,Scopus,10.1093/oncolo/oyae323,Pembrolizumab ± paricalcitol in metastatic pancreatic cancer postmaximal cytoreduction,2025,removed as duplicate,exact DOI match,W_839,WoS
S_413,Scopus,10.3389/fnut.2025.1670598,"Nutritional strategies in supporting immune checkpoint inhibitor, PI3K inhibitor, and tyrosine kinase inhibitor cancer therapies",2025,removed as duplicate,exact DOI match,W_90,WoS
S_414,Scopus,10.1016/j.jbc.2024.107171,Deciphering the role of Enterococcus faecium cytidine deaminase in gemcitabine resistance of gallbladder cancer,2024,removed as duplicate,exact DOI match,W_685,WoS
S_415,Scopus,10.1016/j.pbiomolbio.2025.02.003,Advancing targeted therapies in pancreatic cancer: Leveraging molecular abberrations for therapeutic success,2025,removed as duplicate,exact DOI match,W_790,WoS
S_416,Scopus,10.1016/j.chom.2024.10.006,Longitudinal analysis of the gut microbiota during anti-PD-1 therapy reveals stable microbial features of response in melanoma patients,2024,removed as duplicate,exact DOI match,W_150,WoS
S_418,Scopus,10.1111/cas.70201,"Microbial and Metabolic Disorders in Cervical Cancer: Structural Insights, Biomarkers, Mechanisms, and Therapeutic Strategies",2025,removed as duplicate,exact DOI match,W_654,WoS
S_420,Scopus,10.1080/14728222.2025.2500420,"Multidimensional insights into squalene epoxidase drug development: in vitro mechanisms, in silico modeling, and in vivo implications",2025,removed as duplicate,exact DOI match,W_739,WoS
S_421,Scopus,10.1177/00220345241262759,Salivary Microbiome Relates to Neoadjuvant Immunotherapy Response in OSCC,2024,removed as duplicate,exact DOI match,W_199,WoS
S_422,Scopus,10.3389/fphar.2025.1667731,"Curcumin in colorectal cancer: mechanistic insights, pharmacological limitations, and translational perspectives",2025,removed as duplicate,exact DOI match,W_600,WoS
S_423,Scopus,10.3389/fmicb.2025.1599691,Tumor-associated bacteria activate PRDX1-driven glycolysis to promote immune evasion and PD-1 antibody resistance in hepatocellular carcinoma,2025,removed as duplicate,exact DOI match,W_451,WoS
S_424,Scopus,10.3390/ijms25179577,The Potential Use of Arsenic Trioxide in the Treatment of Systemic Lupus Erythematosus,2024,removed as duplicate,exact DOI match,W_796,WoS
S_425,Scopus,10.1093/jambio/lxaf230,"Intra-tumoral microbial heterogeneity of breast cancer: roles in tumorigenesis, therapeutic responses, and future directions",2025,removed as duplicate,exact DOI match,W_269,WoS
S_429,Scopus,10.1007/s11912-024-01591-w,"Unveiling the Hidden Links: Periodontal Disease, Fusobacterium Nucleatum, and Cancers",2024,removed as duplicate,exact DOI match,W_591,WoS
S_430,Scopus,10.1186/s12885-024-13234-1,"Diet and Immune Effects Trial (DIET)- a randomized, double-blinded dietary intervention study in patients with melanoma receiving immunotherapy",2024,removed as duplicate,exact DOI match,W_253,WoS
S_432,Scopus,10.36849/jdd.7674,The Gastrointestinal Microbiome and Immune Checkpoint Inhibitors: A Review of Human Interventional Studies Among Melanoma Patients,2024,removed as duplicate,exact DOI match,W_31,WoS
S_434,Scopus,10.1016/j.nantod.2024.102288,Blocking Fusobacterium nucleatum-host cell interactions with responsive supramolecular GalNAc-derived nanoplatform for enhanced chemotherapy in colorectal cancer,2024,removed as duplicate,exact DOI match,W_494,WoS
S_436,Scopus,10.1039/d4fo05449k,Sea cucumber polysaccharides overcome immunotherapy resistance in tumor-bearing mice via modulation of the gut microbiome,2025,removed as duplicate,exact DOI match,W_315,WoS
S_437,Scopus,10.1038/s41419-025-07454-x,CAR-T therapy dilemma and innovative design strategies for next generation,2025,removed as duplicate,exact DOI match,W_633,WoS
S_438,Scopus,10.3390/gels11110873,Oral Delivery of a GI-Stable Apigenin–Cyclodextrin Complex via Pectin-Coated Nanoliposomes In Situ Gel: A DoE-Optimized Targeted Colon Cancer Therapy by Modulating Gut Drug Sensitivity,2025,removed as duplicate,exact DOI match,W_953,WoS
S_439,Scopus,10.4251/wjgo.v17.i6.106393,"Analysis of serum S100A12, soluble advanced glycation end products receptor, and gut microbiome in elderly patients with colorectal cancer",2025,removed as duplicate,exact DOI match,W_260,WoS
S_440,Scopus,10.1002/mbo3.70036,Assessing Diversity Scaling in Lung Cancer Microbiome Across Individuals and Tissue Types,2025,removed as duplicate,exact DOI match,W_667,WoS
S_442,Scopus,10.1073/pnas.2418155122,Structural basis for immune cell binding of Fusobacterium nucleatum via the trimeric autotransporter adhesin CbpF,2025,removed as duplicate,exact DOI match,W_842,WoS
S_443,Scopus,10.1007/s10238-025-01902-w,Beyond single biomarkers: multi-omics strategies to predict immunotherapy outcomes in blood cancers,2025,removed as duplicate,exact DOI match,W_169,WoS
S_447,Scopus,10.1016/j.phymed.2024.155906,Gegen Qinlian Decoction reverses oxaliplatin resistance in colorectal cancer by inhibiting YTHDF1-regulated m6A modification of GLS1,2024,removed as duplicate,exact DOI match,W_565,WoS
S_448,Scopus,10.3390/ijms262411897,Gut Microbiota in the Regulation of Intestinal Drug Transporters: Molecular Mechanisms and Pharmacokinetic Implications,2025,removed as duplicate,exact DOI match,W_335,WoS
S_449,Scopus,10.2174/0109298673257429231108072717,Inflammation and Stem Cell Stochasticity of HPV-induced Cervical Cancer: Epigenetics based Biomarkers through Microbiome and Metabolome for Personalized Medicine: A Systematic Review,2025,removed as duplicate,exact DOI match,W_746,WoS
S_450,Scopus,10.7150/jca.96448,Reversal of Platinum-based Chemotherapy Resistance in Ovarian Cancer by Naringin Through Modulation of The Gut Microbiota in a Humanized Nude Mouse Model,2024,removed as duplicate,exact DOI match,W_326,WoS
